U00339AN1986PLC007658,HIGHTECH PISTON (KARNATAKA) LIMITED   ,Public,Company limited by Shares,Non-govt company,STRUCK-OFF,18-06-86,Andaman and Nicobar Islands,500000,0,339,"3RD FLOOR,TOWER BLOCK,UNITYBUILDINGS,J.C.ROAD,,BANGALORE-2.  BANGALORE IN0", ,0,0
U67120AN1994PTC000043,ANDAMAN OVERSEAS FINVEST PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,"INACTIVE UNDER SECTION 455 OF CA, 2013",15-02-94,Andaman and Nicobar Islands,1000000,1000000,67120,"MB 347,JunghlighatPort Blair  South Andaman IN744104", ,0,0
U65923AN2015PTC000260,ISLANDERS MARGIN FREE FINSERVICE PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,26-05-15,Andaman and Nicobar Islands,500000,400000,65923,"Rahiman Basera, First Floor,Marine Hill (Village Phoenix Bay)  Port BlairAndaman IslandsIN744101",kesavan@icai.org,0,0
U65923AN1993PTC000039,YOGI FINANCE AND INVESTMENTS PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,22-10-93,Andaman and Nicobar Islands,30000000,22643280,65923,"care-Bombay Textiles,90/1Aberdeen bazar, Lakshminaryan Temple,  Port Blair IN744101",mehtakolkata@vsnl.net,31-03-15,31-03-16
U65923AN1988PLC000030,ANDAMAN SAVINGS AND INDUSTRIALINVESTMENTS (INDIA) LIMITED  ,Public,Company limited by Shares,Non-govt company,"INACTIVE UNDER SECTION 455 OF CA, 2013",28-11-88,Andaman and Nicobar Islands,200000,180000,65923,Seashore RoadPo.Haddo    IN744102, ,0,0
U51102AN2011PTC000160,A & N INDIA MARKETING SERVICES PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,17-08-11,Andaman and Nicobar Islands,500000,300000,51102,"MANPUR, P.O. - TUSHNABADTAHASIL - FERRARGUNJ, P.S. - OGRABRAJ  SOUTH ANDAMANAndaman IslandsIN744103",mca.samrat@rediffmail.com,0,0
U74900AN2016PTC000292,AKSPEARLS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,16-03-16,Andaman and Nicobar Islands,100000,100000,74900,"34/1/2, LAMBA LINE,PORT BLAIR  ANDAMANAndaman IslandsIN744103",AJAISONKAR@GMAIL.COM,31-03-16,31-03-16
U74900AN2016PTC000286,FEEL GOOD VENTURE PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,26-02-16,Andaman and Nicobar Islands,1000000,1000000,74900,OPP. LG SERVICE CENTRERGT ROAD  PORT BLAIRAndaman IslandsIN744101,roc.cassatya@gmail.com,0,0
U74900AN2016PTC000285,GO COOL NEXT GEN PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,26-02-16,Andaman and Nicobar Islands,100000,100000,74900,C-49PHARGAON  PORT BLAIRAndaman IslandsIN744103,ROC@VLP.CO.IN,0,0
U74900AN2016PTC000284,ANDAMAN SAFARIS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,19-02-16,Andaman and Nicobar Islands,100000,100000,74900,"14/4,NO.3J.N.ROAD,GOAL GHAR  PORT BLAIRAndaman IslandsIN744101",AJAYKANDAMAN@GMAIL.COM,0,0
U74900AN2016PTC000281,ROYAL PETROLEUM (ANDAMAN) PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,05-02-16,Andaman and Nicobar Islands,100000,100000,74900,SHOREPOINTBAMBOOFLAT  PORT BLAIRAndaman IslandsIN744101,ZUBI.BEGUM@GMAIL.COM,0,0
U74900AN2015PTC000242,CHAKRABORTY MULTI-SPECIALITY HOSPITALPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,19-01-15,Andaman and Nicobar Islands,2000000,200000,74900,CHAKRABORTY MULTI-SPECIALITY HOSPITALPRIVATE LIMITDOLLYGUNJ JUNCTION  PORT BLAIRAndaman IslandsIN744103,babu.badat@gmail.com,0,0
U74900AN2014PTC000230,OCEAN REEFS (INDIA) PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,22-08-14,Andaman and Nicobar Islands,1000000,600000,74900,"Shop No-5/1/2, Survey No-59/11Gurudwara Lane, Ward No-14  Port BlairAndaman IslandsIN744101",s1982m1983@gmail.com,0,0
U74900AN2014PTC000223,NANDA AGENCY HOUSE SHIPPING SERVICESPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,05-06-14,Andaman and Nicobar Islands,5000000,100000,74900,"171, Aberdeen Bazaar,   Port BlairAndaman IslandsIN744104",agencypbl@gmail.com,0,0
U74900AN2014PTC000222,PETROFICIENT ENGINEERING SOLUTIONSLIMITED  ,Private,Company limited by Shares,Non-govt company,UNDER PROCESS OF STRUCK-OFF,28-03-14,Andaman and Nicobar Islands,100000,100000,74900,"MB-16, Babu Lane,Aberdeen (P.O), Andamans,  Nicobar IslandsNicobar IslandsIN744104",aktport@gmail.com,0,0
U74900AN2014PTC000219,ABLE TOURISM (INDIA) PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,18-03-14,Andaman and Nicobar Islands,500000,100000,74900,M.B 210SHADIPUR  PORT BLAIRAndaman IslandsIN744101,sapadvisors9@gmail.com,0,0
U74900AN2013PTC000205,NELLAIH FEEDS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,31-07-13,Andaman and Nicobar Islands,1000000,800000,74900,NO.33 SISTY NAGARABERDEEN VILLAGE  PORT BLAIRAndaman IslandsIN744101,RAVICHANDRANSCA@YAHOO.COM,0,0
U74900AN2012PTC000177,DE MEADOWS (ANDAMANS) RESORTS PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-07-12,Andaman and Nicobar Islands,1000000,100000,74900,BIRDLINE JUNCTIONPOST OFFICE-CALICUT  SOUTH ANDAMAN IN744105,roybagchi@gmail.com,31-03-15,31-03-15
U74900AN2010PTC000148,AGENCY HOUSE (A&N ISLANDS) PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,02-11-10,Andaman and Nicobar Islands,100000000,7500000,74900,171 ABERDEEN BAZARPORT BLAIR  PORT BLAIRAndaman IslandsIN744101,ravichandransca.efile@gmail.com,31-03-15,31-03-15
U74900AN2009PTC000116,MOUNTAIN EDGE TOURS AND HOLIDAYS PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,18-06-09,Andaman and Nicobar Islands,1000000,500000,74900,OPPOSITE RAJASTHAN MANCHSHADIPUR  PORT BLAIRAndaman IslandsIN744106,mountainedgepb@gmail.com,0,31-03-16
U55209AN2014PTC000235,SEA STAR BEACH RESORT PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-11-14,Andaman and Nicobar Islands,200000,200000,55209,"LAXMANPUR,NEIL ISLAND  NEIL ISLANDAndaman IslandsIN744104",babu.badat@gmail.com,0,0
U55207AN2010PTC000145,LUSH GREEN ISLAND RESORTS AND TRADEPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,05-07-10,Andaman and Nicobar Islands,500000,200000,55207,15/12. S.N.RoadGoalghar  Port BlairAndaman IslandsIN744102,pkentp@yahoo.co.in,0,0
U55204AN2016PTC000295,SUDHARSHAN ECO FRIENDLY RESORTS PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,21-03-16,Andaman and Nicobar Islands,1000000,100000,55204,"K RAMAMOORTHYMANJERI, FERRARGUNJ  PORT BLAIRAndaman IslandsIN744108",ROC@VLP.CO.IN,0,0
U55204AN2016PTC000289,JADWET HOTELS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,14-03-16,Andaman and Nicobar Islands,1000000,100000,55204,ABERDEEN BAZAAR   PORT BLAIRAndaman IslandsIN744101,babu.badat@gmail.com,0,0
U55204AN2007PTC000088,SHELL RESORTS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,17-08-07,Andaman and Nicobar Islands,5000000,100000,55204,CHURCH ROADGOAL GHAR  PORT BLAIR IN744101, ,0,0
U55200AN2015PTC000267,JOYE GRAND HOTEL PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,05-08-15,Andaman and Nicobar Islands,900000,900000,55200,"GOVINDA NAGAR, HAVELOCK ISLANDPORT BLAIR TEHSIL , DISTRICT SOUTH ANDAMAN  PORT BLAIRAndaman IslandsIN744211",ROC@VLP.CO.IN,0,0
U92419AN2016OPC000280,HIGH SEAS SPORTS CLUB PRIVATE LIMITED(OPC)  ,Private(One Person Company),Company limited by Shares,Non-govt company,ACTIVE,05-02-16,Andaman and Nicobar Islands,1000000,100000,92419,"SURVEY NO. 557/2/1, BUNIYADABAD,WARD NO. 8, HADDO  PORT BLAIR IN744102",DRYMBEI@GMAIL.COM,0,0
U92419AN2000PTC000063,ANDAMAN SCUBA CLUB PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,"INACTIVE UNDER SECTION 455 OF CA, 2013",21-06-00,Andaman and Nicobar Islands,1000000,7100,92419,South PointPort Blair  South Andaman IN744101, ,0,0
U92419AN1996PTC000051,ANDAMAN ADVENTURE SPORTS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,"INACTIVE UNDER SECTION 455 OF CA, 2013",19-04-96,Andaman and Nicobar Islands,1000000,10000,92419,10 M G RoadPort Blair    IN744101, ,0,0
U92412AN2015NPL000251,A&N CRICKET FEDERATION   ,Private,Company limited by Shares,Non-govt company,ACTIVE,10-03-15,Andaman and Nicobar Islands,100000,100000,92412,"MB 1-132, Mazar Pahar,  Shadipur   Port BlairAndaman IslandsIN744106",jainkgupta@gmail.com,0,0
U92410AN2015PTC000263,MANTRA WATER SPORTS EQUIPMENT PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,15-06-15,Andaman and Nicobar Islands,100000,100000,92410,"02 FORESHORE ROAD, NEAR CHATHAM POLICE STATIONHADDO PO, VILLAGE HADDO , SOUTH ANDAMAN  PORT BLAIRAndaman IslandsIN744102",roc@vlp.co.in,31-03-16,31-03-16
U92400AN2008PTC000103,ANDAMAN BUBBLES PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,13-10-08,Andaman and Nicobar Islands,2000000,800000,92400,TOWER HOUSEABERDEEN BAZAR  PORT BLAIR IN744101,babu.badat@gmail.com,31-03-16,31-03-16
U92400AN2007PTC000091,MAINAK PROJECTS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,12-12-07,Andaman and Nicobar Islands,5000000,2035500,92400,M.B 31MIDDLE POINT  PORT BLAIR IN744101,mainak_pbl_andamans@yahoo.co.in,31-03-16,31-03-15
U55102AN2009PTC000110,EMERALD GECKO(ANDAMANS) RESORTS PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,24-03-09,Andaman and Nicobar Islands,1000000,900000,55102,M.B 15M.G ROAD  PORT BLAIR IN744101,babu.badat@gmail.com,31-03-16,31-03-15
U34101AN2015PTC000270,L M STAR AUTOTRADE PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,13-08-15,Andaman and Nicobar Islands,800000,800000,34101,"NO.106, OLD MOHANPURA VEGETABLE MARKET,PORT BLAIR, SOUTH ANDAMAN BLAIR  PORT BLAIRAndaman IslandsIN744103",murugang1978@gmail.com,31-03-16,31-03-16
U50500AN2000PTC000065,ANDAMAN & NICOBAR TECHNOLOGY LAB PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,27-12-00,Andaman and Nicobar Islands,5000000,0,50500,MB 06 MoulanA Azad RoadPhonenix Bay  Port Blair IN744102,nadeemixz@gmail.com,0,0
U65999AN1984PTC000012,APNAR FINANCE AND CONSULTANTS (INDIA)PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,"INACTIVE UNDER SECTION 455 OF CA, 2013",01-09-84,Andaman and Nicobar Islands,100000,0,65999,xxxx    IN744104, ,0,0
U50404AN2013PTC000206,GOVINDAMMA TRADING CO PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,13-08-13,Andaman and Nicobar Islands,500000,100000,50404,"19, Phonix BaySouth Andaman  Port BlairAndaman IslandsIN744102",gdmyamaha@yahoo.co.in,31-03-16,31-03-16
U50404AN2012PTC000181,MOHAN AUTOMOTIVES PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,30-10-12,Andaman and Nicobar Islands,12500000,11846500,50404,JUNGLIGHATOPP. SUPER ELECTRONICS  PORT BLAIRAndaman IslandsIN744103,babu.badat@gmail.com,0,0
U50401AN2015OPC000269,OM SAI RAM PACKERS & MOVERS PRIVATELIMITED (OPC)  ,Private(One Person Company),Company limited by Shares,Non-govt company,ACTIVE,07-08-15,Andaman and Nicobar Islands,100000,100000,50401,"AUSTINABADPORT BLAIR, SERIAL NO.83  ANDAMAN ISLANDS IN744103", ,31-03-16,31-03-16
U74300AN2015PTC000259,ARQ ADVERTISING PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,11-05-15,Andaman and Nicobar Islands,100000,100000,74300,"OPP. GATE NO.3, JUNGLIGHAT JETTYPORT BLAIR, S/ ANDAMAN  ANDAMANAndaman IslandsIN744103",bharatvermas@yahoo.com,31-03-16,31-03-16
U50200AN2012PTC000182,COASTAL SEAWAYS (ISLAND) PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,12-11-12,Andaman and Nicobar Islands,6000000,1000000,50200,127 M G ROADJUNGLIGHAT  PORT BLAIR IN744103,coastalcruise@ymail.com,31-03-14,31-03-14
U50103AN2015PTC000276,PREETA CARS (INDIA) PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,20-10-15,Andaman and Nicobar Islands,2000000,900000,50103,PHOENIX BAYSOUTH ANDAMAN  PORT BLAIRAndaman IslandsIN744102,preetacarsindiapltd@gmail.com,0,0
U50102AN2007PTC000084,DHEERAJ MOTOR PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,07-06-07,Andaman and Nicobar Islands,2500000,2500000,50102," No.1, Netaji Road,Aberdeen Bazaar  Port Blair IN744101",lawflo@gmail.com,31-03-14,31-03-14
U50102AN1980PTC000007,ANDAMAN MOTORS PRIVATE LIMITED.   ,Private,Company limited by Shares,Non-govt company,ACTIVE,03-09-80,Andaman and Nicobar Islands,1000000,1000000,50102,Aberdeen Bazaar   Port Blair IN744101,roybagchi@gmail.com,31-03-15,31-03-15
